listing_id,make,model_year,mileage_km,city,condition_grade,photos_count,days_on_platform,listed_month,sale_price_sar
L01956,Toyota,2010,318400,Riyadh,fair,16,67,2025-07,8000
L01957,Chevrolet,2009,339300,Dammam,good,10,70,2025-02,10200
L01958,BMW,2013,224400,Riyadh,good,18,77,2025-08,57800
L01959,Kia,2014,245400,Madinah,excellent,5,86,2024-08,14200
L01960,Toyota,2014,250200,Riyadh,fair,11,64,2024-04,16700
L01961,Ford,2009,302600,Madinah,excellent,15,86,2025-08,14500
L01962,Nissan,2025,18200,Makkah,fair,13,64,2024-06,53300
L01963,Toyota,2013,232300,Dammam,excellent,15,3,2025-05,19800
L01964,Nissan,2011,252300,Dammam,fair,16,25,2025-09,13500
L01965,Chevrolet,2014,237800,Jeddah,fair,9,37,2024-04,18600
L01966,Hyundai,2023,59000,Riyadh,excellent,13,40,2025-08,41600
L01967,Mazda,2010,300200,Jeddah,good,14,78,2025-05,11600
L01968,Ford,2024,15600,Riyadh,fair,10,16,2024-04,77500
L01969,Toyota,2020,147300,Riyadh,good,15,87,2024-09,30600
L01970,Hyundai,2018,158700,Riyadh,excellent,23,63,2025-03,22000
L01971,Toyota,2013,255900,Madinah,fair,10,23,2025-04,13000
L01972,Kia,2019,158600,Makkah,good,7,31,2024-12,28100
L01973,Hyundai,2017,129900,Makkah,good,19,29,2024-06,24700
L01974,Ford,2013,272300,Makkah,excellent,21,15,2024-01,20300
L01975,Hyundai,2019,167800,Dammam,good,9,11,2024-08,29300
L01976,Hyundai,2020,86000,Riyadh,fair,23,83,2025-08,22600
L01977,Toyota,2012,274300,Jeddah,fair,4,19,2025-07,11900
L01978,Toyota,2018,159700,Riyadh,good,17,8,2024-10,31500
L01979,Ford,2016,229000,Jeddah,fair,14,56,2024-09,19600
L01980,Toyota,2009,269100,Jeddah,good,23,68,2025-05,9300
L01981,BMW,2021,85800,Riyadh,excellent,20,73,2024-10,80800
L01982,Mazda,2020,104800,Riyadh,good,23,15,2024-11,25500
L01983,Mercedes,2016,186900,Riyadh,fair,13,26,2025-06,43400
L01984,Toyota,2016,196300,Riyadh,fair,8,18,2024-04,28400
L01985,Nissan,2010,249500,Makkah,fair,24,24,2024-03,19000
L01986,Hyundai,2016,225500,Jeddah,fair,5,15,2025-08,22400
L01987,Toyota,2009,339800,Jeddah,good,12,14,2024-10,10900
L01988,Hyundai,2010,289500,Madinah,good,24,21,2024-12,13600
L01989,Toyota,2020,128100,Dammam,good,22,55,2024-05,31900
L01990,Toyota,2009,346500,Riyadh,good,23,43,2024-08,9700
L01991,Chevrolet,2018,114200,Jeddah,good,5,36,2025-04,51500
L01992,Lexus,2019,141100,Jeddah,good,20,63,2024-06,93000
L01993,Hyundai,2015,221000,Madinah,good,17,49,2024-04,19200
L01994,Toyota,2019,114600,Riyadh,good,11,77,2024-12,34600
L01995,Mercedes,2019,124100,Riyadh,fair,10,14,2024-01,74400
L01996,Kia,2022,60300,Jeddah,good,4,35,2025-01,34900
L01997,Chevrolet,2023,34900,Riyadh,good,8,71,2025-03,71800
L01998,Toyota,2025,25500,Riyadh,fair,23,75,2025-05,60300
L01999,Ford,2009,298500,Jeddah,good,21,65,2024-08,13300
L02000,Chevrolet,2009,318800,Jeddah,excellent,7,86,2025-07,8000
