request_id,district,category,hour_of_day,day_of_week,month,is_ramadan,resolution_hours
R002599,district_11,waste,3,Mon,2,0,19.3
R002600,district_06,waste,11,Sat,2,0,45.0
R002601,district_22,waste,4,Thu,5,0,14.9
R002602,district_24,waste,6,Thu,5,0,33.9
R002603,district_08,waste,0,Sat,1,0,141.7
R002604,district_20,flooding,11,Sat,8,0,31.0
R002605,district_23,road_damage,20,Thu,4,0,110.6
R002606,district_06,lighting,22,Thu,2,0,76.4
R002607,district_23,waste,2,Thu,3,0,82.0
R002608,district_23,waste,15,Sun,9,0,62.5
R002609,district_23,lighting,21,Sun,6,0,34.4
R002610,district_10,road_damage,0,Thu,2,0,52.8
R002611,district_01,road_damage,4,Sun,3,0,22.4
R002612,district_12,road_damage,23,Sun,1,0,42.6
R002613,district_21,lighting,16,Tue,2,0,43.1
R002614,district_13,waste,3,Thu,11,0,26.8
R002615,district_08,road_damage,7,Tue,7,0,39.3
R002616,district_17,lighting,5,Fri,12,0,66.3
R002617,district_09,road_damage,22,Mon,3,0,89.2
R002618,district_14,waste,11,Sat,1,0,49.6
R002619,district_05,waste,19,Thu,5,0,80.5
R002620,district_08,flooding,11,Mon,2,0,21.7
R002621,district_05,encroachment,11,Sun,10,0,19.5
R002622,district_05,encroachment,7,Mon,11,0,84.8
R002623,district_12,waste,12,Wed,1,0,99.5
R002624,district_13,waste,4,Tue,5,0,70.0
R002625,district_02,road_damage,9,Fri,2,0,66.4
R002626,district_08,lighting,12,Thu,10,0,28.8
R002627,district_15,road_damage,8,Thu,6,0,21.7
R002628,district_13,lighting,8,Tue,11,0,8.6
R002629,district_17,road_damage,4,Wed,7,1,76.9
R002630,district_08,road_damage,6,Sun,2,0,31.9
R002631,district_08,flooding,16,Wed,3,0,88.4
R002632,district_09,waste,13,Wed,3,0,49.6
R002633,district_04,flooding,11,Mon,5,0,14.3
R002634,district_12,waste,19,Fri,1,0,77.1
R002635,district_22,lighting,17,Sun,4,0,75.7
R002636,district_21,waste,13,Tue,11,0,33.6
R002637,district_17,road_damage,1,Mon,12,0,26.1
R002638,district_07,flooding,3,Sun,6,0,73.1
R002639,district_09,waste,18,Sat,7,0,17.7
R002640,district_05,road_damage,2,Sun,6,1,13.5
R002641,district_12,road_damage,9,Sun,7,0,95.7
R002642,district_21,encroachment,13,Wed,12,0,76.9
R002643,district_20,waste,10,Thu,12,0,162.0
R002644,district_18,road_damage,21,Fri,4,0,22.6
R002645,district_01,road_damage,19,Wed,12,1,43.2
R002646,district_21,lighting,11,Mon,3,0,58.8
R002647,district_19,encroachment,9,Wed,4,0,16.0
R002648,district_08,road_damage,9,Tue,6,1,79.5
R002649,district_07,waste,22,Thu,5,0,76.5
R002650,district_06,road_damage,13,Fri,12,0,19.4
R002651,district_18,waste,15,Sat,5,0,66.1
R002652,district_20,waste,4,Sat,12,0,86.2
R002653,district_01,encroachment,8,Mon,12,1,30.5
R002654,district_05,waste,7,Sun,5,0,41.9
R002655,district_06,road_damage,8,Sat,1,0,11.6
R002656,district_03,lighting,10,Wed,7,1,63.9
R002657,district_20,flooding,0,Tue,3,0,96.1
R002658,district_01,road_damage,12,Sun,11,0,99.6
R002659,district_23,road_damage,15,Sun,6,0,87.6
R002660,district_06,waste,7,Sat,7,0,42.2
R002661,district_12,waste,0,Sun,10,0,30.0
R002662,district_04,flooding,16,Fri,10,0,57.4
R002663,district_17,flooding,15,Sun,10,0,35.0
R002664,district_01,road_damage,8,Sun,4,1,95.1
R002665,district_08,road_damage,22,Sat,5,0,96.4
R002666,district_21,road_damage,3,Wed,3,0,40.0
R002667,district_09,lighting,13,Fri,3,0,37.0
R002668,district_02,lighting,19,Sun,4,0,69.8
R002669,district_06,waste,13,Thu,8,0,79.0
R002670,district_11,road_damage,10,Sat,9,0,144.5
R002671,district_17,waste,13,Mon,9,1,156.5
R002672,district_08,encroachment,12,Wed,5,0,48.2
R002673,district_09,lighting,10,Sun,2,0,108.9
R002674,district_03,flooding,19,Thu,10,0,18.6
R002675,district_04,flooding,0,Fri,4,0,17.7
R002676,district_02,road_damage,7,Thu,6,0,32.4
R002677,district_09,flooding,6,Mon,1,0,72.5
R002678,district_08,road_damage,6,Sat,10,0,55.5
R002679,district_06,waste,17,Sat,10,0,14.6
R002680,district_08,road_damage,14,Sat,11,0,27.9
R002681,district_15,lighting,4,Sun,4,0,5.2
R002682,district_08,lighting,9,Tue,8,0,114.0
R002683,district_01,lighting,17,Sat,3,0,32.5
R002684,district_01,road_damage,21,Tue,7,0,31.5
R002685,district_23,waste,21,Sat,2,0,139.4
R002686,district_12,waste,11,Sat,4,0,47.2
R002687,district_06,road_damage,21,Fri,9,0,24.8
R002688,district_12,road_damage,22,Thu,1,0,61.3
R002689,district_23,road_damage,12,Wed,11,0,19.4
R002690,district_11,flooding,1,Tue,1,0,33.1
R002691,district_01,road_damage,1,Mon,4,0,49.2
R002692,district_15,road_damage,12,Wed,7,0,91.7
R002693,district_06,lighting,20,Tue,10,0,9.7
R002694,district_11,waste,13,Sat,12,0,174.2
R002695,district_02,lighting,7,Sun,6,0,20.9
R002696,district_14,waste,4,Tue,8,0,62.5
R002697,district_03,road_damage,22,Mon,3,0,13.3
R002698,district_19,road_damage,15,Fri,2,1,78.2
R002699,district_01,waste,1,Tue,11,0,44.4
R002700,district_07,waste,19,Sun,10,1,171.5
R002701,district_16,road_damage,1,Tue,1,0,42.7
R002702,district_11,flooding,5,Tue,12,0,24.9
R002703,district_04,waste,11,Tue,9,1,64.7
R002704,district_19,lighting,11,Fri,3,0,21.3
R002705,district_24,flooding,7,Thu,7,0,71.7
R002706,district_21,waste,3,Mon,12,0,55.2
R002707,district_20,lighting,3,Mon,4,0,65.9
R002708,district_10,road_damage,12,Mon,6,1,81.1
R002709,district_23,waste,16,Sun,3,0,41.7
R002710,district_09,lighting,0,Sun,12,0,13.1
R002711,district_17,lighting,19,Mon,8,0,35.8
R002712,district_22,road_damage,11,Thu,12,0,46.5
R002713,district_02,lighting,3,Fri,5,0,41.2
R002714,district_05,waste,11,Sat,8,0,20.1
R002715,district_08,flooding,12,Sun,11,0,85.5
R002716,district_08,waste,13,Tue,6,0,32.3
R002717,district_12,road_damage,9,Mon,6,0,82.5
R002718,district_20,lighting,22,Tue,1,0,52.2
R002719,district_03,road_damage,12,Sat,3,0,93.3
R002720,district_17,waste,14,Tue,7,0,35.3
R002721,district_12,encroachment,17,Wed,10,0,18.6
R002722,district_19,road_damage,15,Sat,4,0,63.1
R002723,district_17,lighting,2,Sat,5,0,56.5
R002724,district_10,road_damage,13,Wed,9,0,33.9
R002725,district_03,lighting,14,Wed,3,0,51.4
R002726,district_07,encroachment,23,Thu,4,1,22.7
R002727,district_16,waste,10,Sat,12,0,9.0
R002728,district_01,waste,0,Fri,8,1,85.5
R002729,district_05,road_damage,20,Mon,10,0,23.5
R002730,district_17,encroachment,18,Tue,6,0,132.9
R002731,district_07,lighting,10,Sat,1,0,32.4
R002732,district_01,waste,16,Sun,2,0,63.5
R002733,district_20,road_damage,21,Thu,8,0,75.2
R002734,district_06,waste,10,Fri,2,0,133.9
R002735,district_23,encroachment,22,Tue,10,0,125.6
R002736,district_16,road_damage,7,Thu,11,0,117.4
R002737,district_09,road_damage,23,Mon,9,0,20.0
R002738,district_12,waste,10,Thu,7,0,54.7
R002739,district_23,waste,10,Sun,7,0,39.6
R002740,district_02,waste,18,Sat,2,0,94.2
R002741,district_10,road_damage,1,Wed,4,0,61.7
R002742,district_23,road_damage,7,Mon,8,0,92.2
R002743,district_06,waste,21,Wed,6,0,33.3
R002744,district_12,flooding,14,Tue,9,0,76.6
R002745,district_07,road_damage,13,Sun,8,0,14.6
R002746,district_20,encroachment,0,Thu,6,0,6.8
R002747,district_12,waste,17,Thu,4,0,28.1
R002748,district_15,encroachment,17,Tue,12,0,34.3
R002749,district_03,waste,15,Sun,5,0,76.4
R002750,district_11,lighting,23,Sat,5,0,58.0
R002751,district_04,encroachment,11,Thu,2,0,14.7
R002752,district_16,road_damage,6,Sat,10,0,42.5
R002753,district_19,encroachment,13,Sat,9,0,50.1
R002754,district_11,encroachment,4,Wed,6,0,136.1
R002755,district_22,road_damage,9,Sun,11,0,113.7
R002756,district_18,flooding,14,Wed,1,0,68.5
R002757,district_19,waste,10,Wed,2,1,42.0
R002758,district_05,encroachment,0,Thu,6,0,28.9
R002759,district_10,waste,4,Wed,10,0,60.5
R002760,district_03,road_damage,19,Thu,6,0,29.3
R002761,district_12,waste,13,Tue,7,0,52.0
R002762,district_19,lighting,6,Tue,11,0,53.6
R002763,district_03,road_damage,13,Fri,12,0,39.8
R002764,district_19,encroachment,20,Sat,11,0,85.7
R002765,district_18,waste,16,Mon,8,0,43.0
R002766,district_11,waste,16,Thu,12,0,128.2
R002767,district_11,road_damage,13,Sun,1,1,20.6
R002768,district_01,waste,22,Tue,6,0,115.2
R002769,district_10,waste,1,Sat,3,0,10.4
R002770,district_06,waste,3,Sat,3,0,14.4
R002771,district_01,road_damage,15,Fri,8,0,100.7
R002772,district_24,waste,8,Fri,11,0,52.8
R002773,district_05,road_damage,11,Wed,7,0,49.5
R002774,district_16,encroachment,22,Wed,2,0,86.2
R002775,district_15,road_damage,6,Sat,6,0,11.0
R002776,district_20,road_damage,19,Wed,5,0,33.6
R002777,district_01,road_damage,22,Mon,12,0,120.7
R002778,district_24,encroachment,18,Thu,6,0,38.9
R002779,district_11,encroachment,20,Thu,2,0,78.3
R002780,district_10,lighting,4,Thu,2,0,63.9
R002781,district_08,waste,0,Wed,4,0,11.1
R002782,district_01,road_damage,20,Sun,1,0,40.4
R002783,district_13,flooding,22,Tue,12,0,62.5
R002784,district_24,waste,22,Sun,11,0,26.8
R002785,district_14,encroachment,12,Fri,7,0,37.9
R002786,district_24,encroachment,23,Thu,11,0,14.2
R002787,district_24,lighting,6,Thu,3,0,30.4
R002788,district_02,waste,18,Thu,8,1,16.1
R002789,district_17,road_damage,7,Sat,8,1,8.2
R002790,district_12,encroachment,10,Mon,7,0,131.2
R002791,district_04,waste,18,Thu,11,0,49.5
R002792,district_19,waste,18,Thu,7,0,56.5
R002793,district_06,lighting,22,Thu,2,0,62.0
R002794,district_19,road_damage,11,Sat,2,0,68.1
R002795,district_10,waste,1,Tue,1,0,55.4
R002796,district_14,road_damage,2,Sat,9,0,78.0
R002797,district_16,waste,8,Sun,7,0,42.4
R002798,district_15,road_damage,5,Thu,2,0,66.3
R002799,district_08,lighting,20,Thu,12,0,39.4
R002800,district_11,waste,10,Sun,3,0,22.2
R002801,district_24,encroachment,15,Thu,3,0,60.6
R002802,district_21,encroachment,20,Sun,2,0,53.6
R002803,district_10,encroachment,5,Mon,9,0,75.2
R002804,district_03,encroachment,7,Sun,11,1,35.9
R002805,district_22,road_damage,18,Mon,10,0,22.3
R002806,district_12,road_damage,6,Mon,9,0,35.4
R002807,district_18,lighting,17,Thu,12,0,45.1
R002808,district_03,lighting,18,Mon,10,0,6.2
R002809,district_21,lighting,18,Mon,7,0,71.3
R002810,district_23,encroachment,23,Wed,2,0,74.9
R002811,district_17,road_damage,10,Tue,4,0,37.8
R002812,district_10,waste,18,Thu,11,0,52.6
R002813,district_23,waste,15,Sat,4,0,6.4
R002814,district_09,road_damage,3,Sat,7,0,21.5
R002815,district_17,road_damage,12,Mon,7,0,21.9
R002816,district_09,waste,12,Sat,2,0,19.5
R002817,district_13,lighting,12,Tue,12,0,127.2
R002818,district_14,flooding,3,Fri,2,0,22.6
R002819,district_13,waste,6,Mon,4,0,15.2
R002820,district_01,lighting,0,Mon,1,0,54.4
R002821,district_07,waste,19,Sun,7,0,35.9
R002822,district_21,road_damage,23,Wed,1,0,35.6
R002823,district_02,flooding,22,Sat,8,0,16.7
R002824,district_21,waste,4,Tue,11,0,31.9
R002825,district_22,road_damage,10,Thu,8,0,12.3
R002826,district_12,road_damage,8,Tue,7,0,33.8
R002827,district_16,lighting,10,Sun,5,0,28.9
R002828,district_06,flooding,12,Thu,5,0,153.8
R002829,district_21,flooding,6,Mon,10,0,209.3
R002830,district_07,waste,9,Sat,7,1,43.2
R002831,district_04,flooding,2,Thu,5,0,88.2
R002832,district_12,road_damage,18,Sun,4,0,25.3
R002833,district_15,waste,9,Thu,8,1,74.2
R002834,district_06,lighting,16,Sat,1,0,38.7
R002835,district_08,waste,8,Mon,12,0,93.6
R002836,district_08,road_damage,11,Sun,7,0,108.7
R002837,district_08,road_damage,15,Sun,9,0,149.7
R002838,district_11,road_damage,23,Thu,2,0,83.4
R002839,district_19,lighting,20,Sun,1,0,51.2
R002840,district_12,road_damage,18,Thu,1,0,31.5
R002841,district_20,road_damage,22,Tue,7,0,13.9
R002842,district_04,flooding,7,Thu,10,1,67.6
R002843,district_21,road_damage,11,Mon,5,0,24.5
R002844,district_10,road_damage,3,Sun,4,0,47.1
R002845,district_11,lighting,9,Sat,2,0,94.4
R002846,district_22,waste,7,Sun,5,0,67.0
R002847,district_16,lighting,8,Fri,6,1,24.1
R002848,district_23,road_damage,20,Tue,3,1,22.2
R002849,district_17,lighting,10,Fri,11,0,8.4
R002850,district_01,encroachment,5,Thu,8,0,5.4
R002851,district_13,encroachment,22,Fri,12,0,16.5
R002852,district_18,waste,18,Wed,2,0,53.7
R002853,district_24,lighting,5,Sat,10,0,70.6
R002854,district_22,waste,9,Sun,6,0,86.8
R002855,district_07,waste,11,Fri,10,0,86.1
R002856,district_14,waste,2,Mon,3,0,77.5
R002857,district_16,encroachment,7,Sat,5,0,37.1
R002858,district_01,flooding,7,Fri,8,0,161.6
R002859,district_07,lighting,1,Thu,7,0,80.4
R002860,district_10,road_damage,23,Wed,6,0,39.7
R002861,district_16,lighting,0,Fri,12,0,137.4
R002862,district_08,lighting,17,Mon,9,0,95.6
R002863,district_05,road_damage,8,Sun,4,1,9.7
R002864,district_13,road_damage,1,Sun,5,0,37.2
R002865,district_16,lighting,14,Thu,1,0,4.4
R002866,district_03,waste,5,Thu,11,1,63.8
R002867,district_12,waste,19,Thu,2,0,29.7
R002868,district_24,flooding,2,Sun,11,0,63.5
R002869,district_24,road_damage,14,Tue,6,0,89.9
R002870,district_23,encroachment,10,Tue,9,0,46.4
R002871,district_16,waste,11,Fri,3,0,28.2
R002872,district_23,waste,11,Thu,12,1,58.7
R002873,district_19,waste,23,Sun,4,0,83.4
R002874,district_08,waste,17,Sat,9,0,10.5
R002875,district_14,waste,11,Sun,7,0,27.8
R002876,district_08,road_damage,5,Sun,5,0,88.8
R002877,district_10,waste,11,Fri,2,0,54.9
R002878,district_20,waste,18,Sat,10,0,28.5
R002879,district_21,encroachment,18,Fri,11,0,85.4
R002880,district_06,road_damage,4,Tue,2,0,99.0
R002881,district_21,waste,18,Thu,1,0,44.8
R002882,district_10,lighting,11,Sat,4,0,140.1
R002883,district_14,road_damage,12,Fri,3,0,98.8
R002884,district_19,lighting,3,Mon,9,0,47.6
R002885,district_07,road_damage,11,Wed,3,0,14.6
R002886,district_06,road_damage,13,Fri,3,0,75.1
R002887,district_17,waste,19,Tue,3,1,191.6
R002888,district_02,lighting,12,Thu,2,0,20.2
R002889,district_18,lighting,22,Mon,4,0,130.0
R002890,district_23,road_damage,15,Tue,1,0,93.0
R002891,district_20,waste,3,Thu,3,0,42.7
R002892,district_01,encroachment,17,Wed,12,0,85.7
R002893,district_22,flooding,5,Fri,6,0,85.9
R002894,district_18,road_damage,0,Sat,10,0,38.7
R002895,district_05,waste,19,Tue,12,0,5.8
R002896,district_04,flooding,5,Tue,12,0,99.6
R002897,district_05,lighting,17,Thu,8,0,53.5
R002898,district_24,waste,5,Sun,7,0,48.6
R002899,district_20,encroachment,6,Mon,9,1,34.0
R002900,district_19,road_damage,13,Tue,11,0,40.9
R002901,district_03,waste,18,Mon,9,0,63.2
R002902,district_10,road_damage,15,Fri,9,0,39.6
R002903,district_09,road_damage,0,Tue,2,0,26.5
R002904,district_16,lighting,13,Thu,10,0,135.2
R002905,district_06,waste,10,Sun,11,0,12.5
R002906,district_24,flooding,15,Thu,7,0,89.8
R002907,district_24,road_damage,10,Mon,12,0,42.9
R002908,district_16,waste,5,Thu,7,1,154.8
R002909,district_20,road_damage,23,Thu,1,0,68.8
R002910,district_13,lighting,17,Sat,2,0,18.7
R002911,district_16,waste,21,Wed,3,0,99.1
R002912,district_19,road_damage,22,Sun,6,0,62.0
R002913,district_18,waste,8,Tue,5,1,39.9
R002914,district_21,encroachment,19,Sat,6,0,84.4
R002915,district_02,road_damage,23,Mon,8,0,22.1
R002916,district_21,waste,19,Sun,10,1,31.3
R002917,district_20,encroachment,4,Sun,4,0,228.3
R002918,district_12,flooding,18,Tue,8,0,81.5
R002919,district_14,waste,22,Mon,10,1,21.6
R002920,district_11,flooding,18,Thu,1,0,74.8
R002921,district_14,waste,15,Thu,2,0,24.4
R002922,district_04,road_damage,16,Tue,12,0,7.6
R002923,district_07,encroachment,16,Thu,5,1,105.1
R002924,district_23,waste,20,Sun,4,0,9.5
R002925,district_13,waste,9,Fri,4,0,49.7
R002926,district_13,flooding,17,Thu,4,0,33.0
R002927,district_16,waste,5,Mon,9,1,127.2
R002928,district_17,waste,6,Tue,11,0,17.6
R002929,district_01,lighting,15,Sun,5,0,49.3
R002930,district_06,encroachment,22,Sat,10,0,44.0
R002931,district_04,road_damage,7,Mon,1,1,83.1
R002932,district_02,road_damage,15,Tue,4,0,75.4
R002933,district_22,waste,23,Sun,8,0,42.2
R002934,district_11,road_damage,7,Thu,12,0,66.1
R002935,district_02,road_damage,1,Sun,10,0,43.4
R002936,district_05,flooding,19,Sun,12,0,51.4
R002937,district_14,road_damage,7,Thu,1,0,32.5
R002938,district_18,encroachment,15,Sat,3,0,41.2
R002939,district_07,road_damage,17,Mon,3,0,136.6
R002940,district_23,lighting,4,Sun,12,0,58.8
R002941,district_11,flooding,23,Fri,9,0,197.4
R002942,district_12,waste,8,Sun,8,0,39.5
R002943,district_02,road_damage,15,Fri,11,0,5.6
R002944,district_20,lighting,14,Sat,10,0,18.2
R002945,district_05,lighting,1,Sat,3,0,68.5
R002946,district_14,lighting,3,Thu,6,0,10.7
R002947,district_20,road_damage,16,Tue,10,0,65.1
R002948,district_03,road_damage,20,Mon,8,0,61.7
R002949,district_04,flooding,20,Fri,3,0,32.3
R002950,district_10,road_damage,10,Sun,7,0,37.0
R002951,district_04,encroachment,21,Fri,7,0,43.1
R002952,district_05,road_damage,13,Mon,2,1,35.9
R002953,district_01,road_damage,20,Sat,5,0,60.6
R002954,district_02,road_damage,8,Wed,9,0,58.2
R002955,district_06,lighting,21,Wed,7,0,96.8
R002956,district_13,waste,10,Sat,3,0,43.2
R002957,district_03,road_damage,12,Sat,5,0,16.7
R002958,district_21,lighting,23,Tue,12,0,15.5
R002959,district_18,encroachment,5,Tue,1,0,125.7
R002960,district_15,waste,20,Sat,6,0,25.7
R002961,district_24,lighting,3,Mon,11,0,46.6
R002962,district_06,flooding,21,Mon,1,0,266.1
R002963,district_16,lighting,19,Fri,11,0,55.4
R002964,district_19,road_damage,0,Fri,11,0,77.0
R002965,district_09,flooding,2,Mon,12,1,22.6
R002966,district_01,flooding,2,Tue,7,0,126.4
R002967,district_04,waste,21,Sat,12,0,40.8
R002968,district_06,flooding,2,Sun,5,0,65.2
R002969,district_08,waste,10,Fri,2,0,26.4
R002970,district_10,waste,14,Tue,8,0,48.5
R002971,district_11,flooding,20,Sun,3,0,64.9
R002972,district_23,road_damage,7,Fri,6,0,15.2
R002973,district_24,flooding,4,Sun,3,0,49.4
R002974,district_01,lighting,21,Thu,6,0,53.5
R002975,district_10,road_damage,8,Tue,11,0,26.6
R002976,district_08,encroachment,15,Sat,3,0,63.0
R002977,district_07,road_damage,2,Tue,11,0,97.8
R002978,district_11,flooding,8,Wed,4,0,23.1
R002979,district_15,waste,13,Tue,7,0,70.1
R002980,district_06,waste,23,Wed,12,0,62.1
R002981,district_05,lighting,10,Mon,8,1,47.5
R002982,district_01,waste,17,Sat,8,0,100.8
R002983,district_10,lighting,9,Tue,8,0,95.9
R002984,district_09,lighting,22,Thu,10,0,96.9
R002985,district_19,road_damage,5,Sun,9,0,31.9
R002986,district_21,road_damage,12,Thu,9,0,17.5
R002987,district_03,road_damage,20,Thu,4,0,211.3
R002988,district_17,flooding,16,Sat,6,0,20.5
R002989,district_12,road_damage,20,Sun,2,0,33.4
R002990,district_21,flooding,7,Sun,8,0,14.9
R002991,district_04,encroachment,12,Fri,5,0,25.5
R002992,district_15,flooding,9,Thu,8,0,42.4
R002993,district_05,encroachment,22,Mon,3,0,124.1
R002994,district_12,lighting,16,Wed,8,0,147.5
R002995,district_19,waste,10,Fri,12,0,29.7
R002996,district_04,lighting,0,Wed,2,0,53.7
R002997,district_23,lighting,8,Sun,11,0,51.4
R002998,district_11,lighting,9,Thu,1,0,6.9
R002999,district_03,encroachment,10,Sun,7,0,17.8
R003000,district_14,waste,18,Tue,10,0,42.8
R003001,district_11,waste,3,Tue,6,0,6.7
R003002,district_02,road_damage,18,Fri,7,0,83.4
R003003,district_23,waste,2,Thu,4,0,15.9
R003004,district_09,road_damage,3,Sun,9,0,98.0
R003005,district_04,road_damage,9,Wed,6,0,13.0
R003006,district_24,waste,13,Wed,8,0,22.7
R003007,district_08,lighting,19,Tue,9,1,95.3
R003008,district_20,road_damage,5,Wed,6,0,9.4
R003009,district_23,lighting,20,Wed,10,0,93.5
R003010,district_01,lighting,21,Fri,10,0,46.8
R003011,district_18,waste,4,Thu,4,0,90.4
R003012,district_03,waste,11,Fri,8,0,33.7
R003013,district_22,road_damage,17,Sun,1,0,57.2
R003014,district_04,waste,4,Mon,11,0,71.6
R003015,district_16,road_damage,9,Wed,6,0,111.7
R003016,district_07,waste,8,Wed,9,0,9.4
R003017,district_17,road_damage,2,Thu,9,0,19.9
R003018,district_18,waste,22,Thu,1,0,45.4
R003019,district_10,waste,11,Mon,11,0,76.4
R003020,district_02,lighting,7,Fri,2,0,59.9
R003021,district_10,lighting,10,Fri,5,0,43.3
R003022,district_12,waste,11,Sat,10,0,18.7
R003023,district_10,waste,3,Mon,4,0,65.4
R003024,district_23,road_damage,2,Thu,4,0,79.7
R003025,district_19,encroachment,20,Wed,2,0,42.0
R003026,district_22,road_damage,1,Thu,6,0,31.6
R003027,district_07,lighting,9,Wed,5,0,55.5
R003028,district_18,lighting,1,Sat,10,0,64.9
R003029,district_21,flooding,18,Fri,4,0,106.0
R003030,district_22,waste,4,Tue,10,0,3.3
R003031,district_12,encroachment,21,Wed,10,0,69.8
R003032,district_16,waste,2,Sat,3,0,5.3
R003033,district_18,lighting,0,Wed,7,0,40.7
R003034,district_04,road_damage,21,Sat,12,0,109.5
R003035,district_14,road_damage,9,Sun,1,0,28.3
R003036,district_04,waste,17,Mon,5,0,26.9
R003037,district_20,waste,11,Tue,7,0,62.5
R003038,district_13,lighting,20,Mon,9,0,149.9
R003039,district_02,lighting,18,Mon,12,1,46.3
R003040,district_09,waste,18,Fri,9,0,65.1
R003041,district_23,encroachment,0,Wed,11,0,86.3
R003042,district_23,waste,2,Fri,6,1,52.6
R003043,district_08,encroachment,10,Tue,2,1,24.2
R003044,district_02,encroachment,10,Mon,12,0,7.3
R003045,district_07,road_damage,19,Wed,4,0,93.8
R003046,district_15,road_damage,1,Fri,9,0,8.3
R003047,district_11,flooding,16,Sun,7,0,78.1
R003048,district_16,encroachment,6,Tue,1,0,83.7
R003049,district_09,lighting,17,Sat,8,0,103.6
R003050,district_09,road_damage,4,Wed,6,0,99.7
R003051,district_01,road_damage,20,Mon,10,0,124.4
R003052,district_02,waste,12,Sat,5,0,91.9
R003053,district_09,road_damage,15,Tue,5,0,44.7
R003054,district_22,encroachment,1,Wed,1,0,53.6
R003055,district_22,encroachment,21,Thu,9,0,31.2
R003056,district_05,waste,17,Sat,1,0,20.0
